ClientID,ID,Rank,MaxLevel,MaxRank,Rarity,Type,Camp,Label,BaseHP,BaseAttack,BaseDefence,GrowthHP,GrowthAttack,GrowthDefence,NormalSkillID,SuperSkillID,PassiveSkillID,DecomposeRes,BattlePower,BattlePowerGrowth,HeadItem,BagFullChangeItem,ConvertID1,ConvertID2,ConvertItem
325702,3257,2,45,6,9,3,3,1,1165,407,142,11654,4070,1424,305701,305711,700003,"2,310000,6,16000,10,31000",427,4278,63057,,,,
325703,3257,3,60,6,9,3,3,1,1340,468,163,13402,4681,1637,305701,305711,700003,"2,310000,6,16000,10,31000",491,4919,63057,,,,
325704,3257,4,80,6,9,3,3,1,1541,538,188,15413,5383,1883,305701,305711,"700003,205422","2,310000,6,16000,10,31000",565,5657,63057,,,,
325705,3257,5,100,6,9,3,3,1,1772,619,216,17725,6190,2165,305701,305711,"700003,205422","2,310000,6,16000,10,31000",650,6506,63057,,,,
325706,3257,6,240,6,9,3,3,1,2038,711,249,20384,7119,2490,305701,305711,"700003,205422,305722","2,310000,6,16000,10,31000",748,7482,63057,,,,
330701,3307,1,30,6,10,3,3,1,1216,424,148,12161,4247,1485,305701,305711,,"2,460000,6,30000,10,46000",446,4464,63057,,,,
330702,3307,2,45,6,10,3,3,1,1398,488,170,13985,4884,1708,305701,305711,700003,"2,460000,6,30000,10,46000",513,5133,63057,,,,
330703,3307,3,60,6,10,3,3,1,1608,561,196,16083,5617,1965,305701,305711,700003,"2,460000,6,30000,10,46000",590,5903,63057,,,,
330704,3307,4,80,6,10,3,3,1,1849,646,225,18495,6460,2259,305701,305711,"700003,205423","2,460000,6,30000,10,46000",678,6789,63057,,,,
330705,3307,5,100,6,10,3,3,1,2127,742,259,21270,7429,2598,305701,305711,"700003,205423","2,460000,6,30000,10,46000",780,7807,63057,,,,
330706,3307,6,270,6,10,3,3,1,2446,854,298,24460,8543,2988,305701,305711,"700003,205423,305722","2,460000,6,30000,10,46000",897,8979,63057,,,,
335701,3357,1,30,6,11,3,3,1,1459,509,178,14593,5097,1783,305701,305711,,"2,640000,6,60000,10,64000",535,5357,63057,,,,
335702,3357,2,45,6,11,3,3,1,1678,586,205,16782,5861,2050,305701,305711,700003,"2,640000,6,60000,10,64000",616,6160,63057,,,,
335703,3357,3,60,6,11,3,3,1,1930,674,235,19300,6740,2358,305701,305711,700003,"2,640000,6,60000,10,64000",708,7084,63057,,,,
335704,3357,4,80,6,11,3,3,1,2219,775,271,22195,7752,2711,305701,305711,"700003,205423","2,640000,6,60000,10,64000",814,8147,63057,,,,
335705,3357,5,100,6,11,3,3,1,2552,891,311,25524,8914,3118,305701,305711,"700003,205423","2,640000,6,60000,10,64000",936,9369,63057,,,,
335706,3357,6,300,6,11,3,3,1,2935,1025,358,29353,10252,3586,305701,305711,"700003,205423,305723","2,640000,6,60000,10,64000",1077,10775,63057,,,,
400101,4001,1,30,2,1,1,4,2,159,73,22,1598,738,226,400101,400111,,"2,100,4,2,10,1",70,700,64001,"54001,10",,,
400102,4001,2,45,2,1,1,4,2,183,84,26,1838,848,260,400101,400111,400121,"2,100,4,2,10,1",80,805,64001,"54001,10",,,
401101,4011,1,30,3,2,2,4,1,272,68,30,2724,680,309,401101,401111,,"2,200,5,5,10,4",84,840,64011,"54011,20",,,
401102,4011,2,45,3,2,2,4,1,313,78,35,3132,782,355,401101,401111,700031,"2,200,5,5,10,4",96,966,64011,"54011,20",,,
401103,4011,3,60,3,2,2,4,1,360,89,40,3602,899,408,401101,401111,700031,"2,200,5,5,10,4",111,1110,64011,"54011,20",,,
402101,4021,1,30,4,3,3,4,1,282,92,35,2827,921,359,402101,402111,,"2,500,6,10,10,20",100,1008,64021,"54021,30",,,
402102,4021,2,45,4,3,3,4,1,325,105,41,3252,1059,413,402101,402111,402121,"2,500,6,10,10,20",115,1159,64021,"54021,30",,,
402103,4021,3,60,4,3,3,4,1,373,121,47,3739,1218,475,402101,402111,402121,"2,500,6,10,10,20",133,1333,64021,"54021,30",,,
402104,4021,4,80,4,3,3,4,1,430,140,54,4300,1401,546,402101,402111,402121,"2,500,6,10,10,20",153,1533,64021,"54021,30",,,
403101,4031,1,30,5,4,1,4,2,276,127,39,2762,1275,392,400102,400112,,"2,1000,4,25,10,100",120,1209,64031,"54031,40",114,244,"23,20"
403102,4031,2,45,5,4,1,4,2,317,146,45,3176,1467,450,400102,400112,400121,"2,1000,4,25,10,100",139,1391,64031,"54031,40",114,244,"23,20"
403103,4031,3,60,5,4,1,4,2,365,168,51,3653,1687,518,400102,400112,400121,"2,1000,4,25,10,100",159,1599,64031,"54031,40",114,244,"23,20"
403104,4031,4,80,5,4,1,4,2,420,194,59,4201,1940,596,400102,400112,"400121,700091","2,1000,4,25,10,100",183,1839,64031,"54031,40",114,244,"23,20"
403105,4031,5,100,5,4,1,4,2,483,223,68,4831,2231,685,400102,400112,"400121,700091","2,1000,4,25,10,100",211,2115,64031,"54031,40",114,244,"23,20"
403201,4032,1,30,5,4,2,4,1,392,97,44,3922,979,445,401102,401112,,"2,1000,5,25,10,100",120,1209,64032,"54032,40",124,244,"23,20"
403202,4032,2,45,5,4,2,4,1,451,112,51,4511,1126,511,401102,401112,700031,"2,1000,5,25,10,100",139,1391,64032,"54032,40",124,244,"23,20"
403203,4032,3,60,5,4,2,4,1,518,129,58,5187,1295,588,401102,401112,700031,"2,1000,5,25,10,100",159,1599,64032,"54032,40",124,244,"23,20"
403204,4032,4,80,5,4,2,4,1,596,148,67,5966,1489,676,401102,401112,"700031,700001","2,1000,5,25,10,100",183,1839,64032,"54032,40",124,244,"23,20"
403205,4032,5,100,5,4,2,4,1,686,171,77,6860,1712,778,401102,401112,"700031,700001","2,1000,5,25,10,100",211,2115,64032,"54032,40",124,244,"23,20"
403301,4033,1,30,5,4,3,4,1,339,110,43,3393,1105,431,402102,402112,,"2,1000,6,25,10,100",120,1209,64033,"54033,40",134,244,"23,20"
403302,4033,2,45,5,4,3,4,1,390,127,49,3902,1271,496,402102,402112,402122,"2,1000,6,25,10,100",139,1391,64033,"54033,40",134,244,"23,20"
403303,4033,3,60,5,4,3,4,1,448,146,57,4487,1462,570,402102,402112,402122,"2,1000,6,25,10,100",159,1599,64033,"54033,40",134,244,"23,20"
403304,4033,4,80,5,4,3,4,1,516,168,65,5161,1681,656,402102,402112,"402122,700011","2,1000,6,25,10,100",183,1839,64033,"54033,40",134,244,"23,20"
403305,4033,5,100,5,4,3,4,1,593,193,75,5935,1934,754,402102,402112,"402122,700011","2,1000,6,25,10,100",211,2115,64033,"54033,40",134,244,"23,20"
405101,4051,1,30,6,5,1,4,1,422,179,54,4221,1796,549,405101,405111,,"2,10000,4,250,10,1000",174,1741,64051,"54051,50",115,245,"23,100"
405102,4051,2,45,6,5,1,4,1,485,206,63,4854,2065,632,405101,405111,700011,"2,10000,4,250,10,1000",200,2003,64051,"54051,50",115,245,"23,100"
405103,4051,3,60,6,5,1,4,1,558,237,72,5582,2375,727,405101,405111,700011,"2,10000,4,250,10,1000",230,2303,64051,"54051,50",115,245,"23,100"
405104,4051,4,80,6,5,1,4,1,641,273,83,6419,2731,836,405101,405111,"700011,405121","2,10000,4,250,10,1000",264,2649,64051,"54051,50",115,245,"23,100"
405105,4051,5,100,6,5,1,4,1,738,314,96,7382,3141,961,405101,405111,"700011,405121","2,10000,4,250,10,1000",304,3046,64051,"54051,50",115,245,"23,100"
405106,4051,6,120,6,5,1,4,1,849,361,110,8490,3612,1105,405101,405111,"700011,405121,405131","2,10000,4,250,10,1000",350,3503,64051,"54051,50",115,245,"23,100"
410101,4101,1,30,6,6,1,4,1,506,215,65,5065,2155,659,405101,405111,,"2,40000,4,1500,10,4000",209,2090,64051,,,,
410102,4101,2,45,6,6,1,4,1,582,247,75,5825,2478,758,405101,405111,700012,"2,40000,4,1500,10,4000",240,2403,64051,,,,
410103,4101,3,60,6,6,1,4,1,669,285,87,6699,2850,872,405101,405111,700012,"2,40000,4,1500,10,4000",276,2764,64051,,,,
410104,4101,4,80,6,6,1,4,1,770,327,100,7703,3278,1003,405101,405111,"700012,405121","2,40000,4,1500,10,4000",317,3178,64051,,,,
410105,4101,5,100,6,6,1,4,1,885,376,115,8859,3769,1153,405101,405111,"700012,405121","2,40000,4,1500,10,4000",365,3655,64051,,,,
410106,4101,6,150,6,6,1,4,1,1018,433,132,10188,4335,1326,405101,405111,"700012,405121,405131","2,40000,4,1500,10,4000",420,4204,64051,,,,
415101,4151,1,30,6,7,1,4,1,607,258,79,6078,2586,791,405101,405111,,"2,100000,4,4000,10,10000",250,2508,64051,,,,
415102,4151,2,45,6,7,1,4,1,699,297,91,6990,2974,910,405101,405111,700012,"2,100000,4,4000,10,10000",288,2884,64051,,,,
415103,4151,3,60,6,7,1,4,1,803,342,104,8038,3420,1046,405101,405111,700012,"2,100000,4,4000,10,10000",331,3317,64051,,,,
415104,4151,4,80,6,7,1,4,1,924,393,120,9244,3933,1203,405101,405111,"700012,405122","2,100000,4,4000,10,10000",381,3814,64051,,,,
415105,4151,5,100,6,7,1,4,1,1063,452,138,10631,4523,1384,405101,405111,"700012,405122","2,100000,4,4000,10,10000",438,4386,64051,,,,
415106,4151,6,180,6,7,1,4,1,1222,520,159,12226,5202,1592,405101,405111,"700012,405122,405131","2,100000,4,4000,10,10000",504,5044,64051,,,,
420101,4201,1,30,6,8,1,4,1,729,310,94,7294,3103,949,405101,405111,,"2,190000,4,8000,10,19000",300,3009,64051,,,,
420102,4201,2,45,6,8,1,4,1,838,356,109,8388,3569,1092,405101,405111,700012,"2,190000,4,8000,10,19000",346,3461,64051,,,,
420103,4201,3,60,6,8,1,4,1,964,410,125,9646,4104,1256,405101,405111,700012,"2,190000,4,8000,10,19000",398,3980,64051,,,,
420104,4201,4,80,6,8,1,4,1,1109,472,144,11093,4720,1444,405101,405111,"700012,405122","2,190000,4,8000,10,19000",457,4577,64051,,,,
420105,4201,5,100,6,8,1,4,1,1275,542,166,12757,5428,1661,405101,405111,"700012,405122","2,190000,4,8000,10,19000",526,5264,64051,,,,
420106,4201,6,210,6,8,1,4,1,1467,624,191,14671,6242,1910,405101,405111,"700012,405122,405132","2,190000,4,8000,10,19000",605,6053,64051,,,,
425101,4251,1,30,6,9,1,4,1,875,372,113,8753,3724,1139,405101,405111,,"2,310000,4,16000,10,31000",361,3611,64051,,,,
425102,4251,2,45,6,9,1,4,1,1006,428,131,10066,4283,1310,405101,405111,700013,"2,310000,4,16000,10,31000",415,4153,64051,,,,
425103,4251,3,60,6,9,1,4,1,1157,492,150,11575,4925,1507,405101,405111,700013,"2,310000,4,16000,10,31000",477,4776,64051,,,,
425104,4251,4,80,6,9,1,4,1,1331,566,173,13312,5664,1733,405101,405111,"700013,405122","2,310000,4,16000,10,31000",549,5493,64051,,,,
425105,4251,5,100,6,9,1,4,1,1530,651,199,15309,6514,1993,405101,405111,"700013,405122","2,310000,4,16000,10,31000",631,6317,64051,,,,
425106,4251,6,240,6,9,1,4,1,1760,749,229,17605,7491,2292,405101,405111,"700013,405122,405132","2,310000,4,16000,10,31000",726,7264,64051,,,,
430101,4301,1,30,6,10,1,4,1,1050,446,136,10503,4469,1367,405101,405111,,"2,460000,4,30000,10,46000",433,4334,64051,,,,
430102,4301,2,45,6,10,1,4,1,1207,513,157,12079,5139,1573,405101,405111,700013,"2,460000,4,30000,10,46000",498,4984,64051,,,,
430103,4301,3,60,6,10,1,4,1,1389,591,180,13891,5910,1809,405101,405111,700013,"2,460000,4,30000,10,46000",573,5731,64051,,,,
430104,4301,4,80,6,10,1,4,1,1597,679,208,15974,6797,2080,405101,405111,"700013,405123","2,460000,4,30000,10,46000",659,6591,64051,,,,
430105,4301,5,100,6,10,1,4,1,1837,781,239,18370,7817,2392,405101,405111,"700013,405123","2,460000,4,30000,10,46000",758,7580,64051,,,,
430106,4301,6,270,6,10,1,4,1,2112,898,275,21126,8989,2751,405101,405111,"700013,405123,405132","2,460000,4,30000,10,46000",871,8717,64051,,,,
435101,4351,1,30,6,11,1,4,1,1260,536,164,12604,5363,1641,405101,405111,,"2,640000,4,60000,10,64000",520,5201,64051,,,,
435102,4351,2,45,6,11,1,4,1,1449,616,188,14495,6167,1887,405101,405111,700013,"2,640000,4,60000,10,64000",598,5981,64051,,,,
435103,4351,3,60,6,11,1,4,1,1666,709,217,16669,7093,2170,405101,405111,700013,"2,640000,4,60000,10,64000",687,6878,64051,,,,
435104,4351,4,80,6,11,1,4,1,1916,815,249,19169,8157,2496,405101,405111,"700013,405123","2,640000,4,60000,10,64000",791,7910,64051,,,,
435105,4351,5,100,6,11,1,4,1,2204,938,287,22045,9380,2870,405101,405111,"700013,405123","2,640000,4,60000,10,64000",909,9096,64051,,,,
435106,4351,6,300,6,11,1,4,1,2535,1078,330,25351,10787,3301,405101,405111,"700013,405123,405133","2,640000,4,60000,10,64000",1046,10461,64051,,,,
405201,4052,1,30,6,5,2,4,1,583,134,66,5837,1349,663,405201,405211,,"2,10000,5,250,10,1000",174,1741,64052,"54052,50",125,245,"23,100"
405202,4052,2,45,6,5,2,4,1,671,155,76,6713,1552,763,405201,405211,700031,"2,10000,5,250,10,1000",200,2003,64052,"54052,50",125,245,"23,100"
405203,4052,3,60,6,5,2,4,1,772,178,87,7720,1785,878,405201,405211,700031,"2,10000,5,250,10,1000",230,2303,64052,"54052,50",125,245,"23,100"
405204,4052,4,80,6,5,2,4,1,887,205,100,8878,2053,1009,405201,405211,"700031,700001","2,10000,5,250,10,1000",264,2649,64052,"54052,50",125,245,"23,100"
405205,4052,5,100,6,5,2,4,1,1021,236,116,10210,2361,1161,405201,405211,"700031,700001","2,10000,5,250,10,1000",304,3046,64052,"54052,50",125,245,"23,100"
405206,4052,6,120,6,5,2,4,1,1174,271,133,11742,2715,1335,405201,405211,"700031,700001,405221","2,10000,5,250,10,1000",350,3503,64052,"54052,50",125,245,"23,100"
410201,4102,1,30,6,6,2,4,1,700,161,79,7005,1619,796,405201,405211,,"2,40000,5,1500,10,4000",209,2090,64052,,,,
410202,4102,2,45,6,6,2,4,1,805,186,91,8056,1862,916,405201,405211,700032,"2,40000,5,1500,10,4000",240,2403,64052,,,,
410203,4102,3,60,6,6,2,4,1,926,214,105,9264,2142,1053,405201,405211,700032,"2,40000,5,1500,10,4000",276,2764,64052,,,,
410204,4102,4,80,6,6,2,4,1,1065,246,121,10654,2463,1211,405201,405211,"700032,700001","2,40000,5,1500,10,4000",317,3178,64052,,,,
410205,4102,5,100,6,6,2,4,1,1225,283,139,12252,2833,1393,405201,405211,"700032,700001","2,40000,5,1500,10,4000",365,3655,64052,,,,
410206,4102,6,150,6,6,2,4,1,1409,325,160,14090,3258,1602,405201,405211,"700032,700001,405221","2,40000,5,1500,10,4000",420,4204,64052,,,,
415201,4152,1,30,6,7,2,4,1,840,194,95,8406,1943,956,405201,405211,,"2,100000,5,4000,10,10000",250,2508,64052,,,,
415202,4152,2,45,6,7,2,4,1,966,223,109,9667,2235,1099,405201,405211,700032,"2,100000,5,4000,10,10000",288,2884,64052,,,,
415203,4152,3,60,6,7,2,4,1,1111,257,126,11117,2570,1264,405201,405211,700032,"2,100000,5,4000,10,10000",331,3317,64052,,,,
415204,4152,4,80,6,7,2,4,1,1278,295,145,12785,2956,1454,405201,405211,"700032,700002","2,100000,5,4000,10,10000",381,3814,64052,,,,
415205,4152,5,100,6,7,2,4,1,1470,339,167,14703,3399,1672,405201,405211,"700032,700002","2,100000,5,4000,10,10000",438,4386,64052,,,,
415206,4152,6,180,6,7,2,4,1,1690,390,192,16908,3909,1923,405201,405211,"700032,700002,405221","2,100000,5,4000,10,10000",504,5044,64052,,,,
420201,4202,1,30,6,8,2,4,1,1008,233,114,10087,2332,1147,405201,405211,,"2,190000,5,8000,10,19000",300,3009,64052,,,,
420202,4202,2,45,6,8,2,4,1,1160,268,131,11601,2682,1319,405201,405211,700032,"2,190000,5,8000,10,19000",346,3461,64052,,,,
420203,4202,3,60,6,8,2,4,1,1334,308,151,13341,3085,1517,405201,405211,700032,"2,190000,5,8000,10,19000",398,3980,64052,,,,
420204,4202,4,80,6,8,2,4,1,1534,354,174,15342,3547,1744,405201,405211,"700032,700002","2,190000,5,8000,10,19000",457,4577,64052,,,,
420205,4202,5,100,6,8,2,4,1,1764,407,200,17643,4079,2006,405201,405211,"700032,700002","2,190000,5,8000,10,19000",526,5264,64052,,,,
420206,4202,6,210,6,8,2,4,1,2029,469,230,20290,4691,2307,405201,405211,"700032,700002,405222","2,190000,5,8000,10,19000",605,6053,64052,,,,
425201,4252,1,30,6,9,2,4,1,1210,279,137,12105,2799,1376,405201,405211,,"2,310000,5,16000,10,31000",361,3611,64052,,,,
425202,4252,2,45,6,9,2,4,1,1392,321,158,13921,3219,1583,405201,405211,700033,"2,310000,5,16000,10,31000",415,4153,64052,,,,
425203,4252,3,60,6,9,2,4,1,1600,370,182,16009,3702,1820,405201,405211,700033,"2,310000,5,16000,10,31000",477,4776,64052,,,,
425204,4252,4,80,6,9,2,4,1,1841,425,209,18411,4257,2093,405201,405211,"700033,700002","2,310000,5,16000,10,31000",549,5493,64052,,,,
425205,4252,5,100,6,9,2,4,1,2117,489,240,21172,4895,2408,405201,405211,"700033,700002","2,310000,5,16000,10,31000",631,6317,64052,,,,
425206,4252,6,240,6,9,2,4,1,2434,563,276,24348,5630,2769,405201,405211,"700033,700002,405222","2,310000,5,16000,10,31000",726,7264,64052,,,,
430201,4302,1,30,6,10,2,4,1,1452,335,165,14526,3359,1652,405201,405211,,"2,460000,5,30000,10,46000",433,4334,64052,,,,
430202,4302,2,45,6,10,2,4,1,1670,386,190,16705,3863,1900,405201,405211,700033,"2,460000,5,30000,10,46000",498,4984,64052,,,,
430203,4302,3,60,6,10,2,4,1,1921,444,218,19211,4442,2185,405201,405211,700033,"2,460000,5,30000,10,46000",573,5731,64052,,,,
430204,4302,4,80,6,10,2,4,1,2209,510,251,22093,5108,2512,405201,405211,"700033,700003","2,460000,5,30000,10,46000",659,6591,64052,,,,
430205,4302,5,100,6,10,2,4,1,2540,587,288,25407,5875,2889,405201,405211,"700033,700003","2,460000,5,30000,10,46000",758,7580,64052,,,,
430206,4302,6,270,6,10,2,4,1,2921,675,332,29218,6756,3323,405201,405211,"700033,700003,405222","2,460000,5,30000,10,46000",871,8717,64052,,,,
435201,4352,1,30,6,11,2,4,1,1743,403,198,17432,4030,1982,405201,405211,,"2,640000,5,60000,10,64000",520,5201,64052,,,,
435202,4352,2,45,6,11,2,4,1,2004,463,228,20046,4635,2280,405201,405211,700033,"2,640000,5,60000,10,64000",598,5981,64052,,,,
435203,4352,3,60,6,11,2,4,1,2305,533,262,23053,5330,2622,405201,405211,700033,"2,640000,5,60000,10,64000",687,6878,64052,,,,
435204,4352,4,80,6,11,2,4,1,2651,613,301,26511,6130,3015,405201,405211,"700033,700003","2,640000,5,60000,10,64000",791,7910,64052,,,,
435205,4352,5,100,6,11,2,4,1,3048,705,346,30488,7050,3467,405201,405211,"700033,700003","2,640000,5,60000,10,64000",909,9096,64052,,,,
435206,4352,6,300,6,11,2,4,1,3506,810,398,35062,8107,3987,405201,405211,"700033,700003,405223","2,640000,5,60000,10,64000",1046,10461,64052,,,,
405301,4053,1,30,6,5,3,4,2,481,161,61,4817,1615,612,405301,405311,,"2,10000,6,250,10,1000",174,1741,64053,"54053,50",135,245,"23,100"
405302,4053,2,45,6,5,3,4,2,553,185,70,5539,1857,703,405301,405311,405321,"2,10000,6,250,10,1000",200,2003,64053,"54053,50",135,245,"23,100"
405303,4053,3,60,6,5,3,4,2,637,213,80,6370,2136,809,405301,405311,405321,"2,10000,6,250,10,1000",230,2303,64053,"54053,50",135,245,"23,100"
405304,4053,4,80,6,5,3,4,2,732,245,93,7326,2456,930,405301,405311,"405321,405331","2,10000,6,250,10,1000",264,2649,64053,"54053,50",135,245,"23,100"
405305,4053,5,100,6,5,3,4,2,842,282,107,8425,2824,1070,405301,405311,"405321,405331","2,10000,6,250,10,1000",304,3046,64053,"54053,50",135,245,"23,100"
405306,4053,6,120,6,5,3,4,2,968,324,123,9689,3248,1231,405301,405311,"405321,405331,405341","2,10000,6,250,10,1000",350,3503,64053,"54053,50",135,245,"23,100"
410301,4103,1,30,6,6,3,4,2,578,193,73,5780,1938,734,405301,405311,,"2,40000,6,1500,10,4000",209,2090,64053,,,,
410302,4103,2,45,6,6,3,4,2,664,222,84,6647,2228,844,405301,405311,405322,"2,40000,6,1500,10,4000",240,2403,64053,,,,
410303,4103,3,60,6,6,3,4,2,764,256,97,7644,2563,971,405301,405311,405322,"2,40000,6,1500,10,4000",276,2764,64053,,,,
410304,4103,4,80,6,6,3,4,2,879,294,111,8791,2947,1117,405301,405311,"405322,405331","2,40000,6,1500,10,4000",317,3178,64053,,,,
410305,4103,5,100,6,6,3,4,2,1011,338,128,10110,3389,1284,405301,405311,"405322,405331","2,40000,6,1500,10,4000",365,3655,64053,,,,
410306,4103,6,150,6,6,3,4,2,1162,389,147,11627,3898,1477,405301,405311,"405322,405331,405341","2,40000,6,1500,10,4000",420,4204,64053,,,,
415301,4153,1,30,6,7,3,4,2,693,232,88,6936,2325,881,405301,405311,,"2,100000,6,4000,10,10000",250,2508,64053,,,,
415302,4153,2,45,6,7,3,4,2,797,267,101,7977,2674,1013,405301,405311,405322,"2,100000,6,4000,10,10000",288,2884,64053,,,,
415303,4153,3,60,6,7,3,4,2,917,307,116,9173,3075,1165,405301,405311,405322,"2,100000,6,4000,10,10000",331,3317,64053,,,,
415304,4153,4,80,6,7,3,4,2,1055,353,134,10550,3537,1340,405301,405311,"405322,405332","2,100000,6,4000,10,10000",381,3814,64053,,,,
415305,4153,5,100,6,7,3,4,2,1213,406,154,12132,4067,1541,405301,405311,"405322,405332","2,100000,6,4000,10,10000",438,4386,64053,,,,
415306,4153,6,180,6,7,3,4,2,1395,467,177,13952,4678,1772,405301,405311,"405322,405332,405341","2,100000,6,4000,10,10000",504,5044,64053,,,,
420301,4203,1,30,6,8,3,4,2,832,279,105,8324,2790,1057,405301,405311,,"2,190000,6,8000,10,19000",300,3009,64053,,,,
420302,4203,2,45,6,8,3,4,2,957,320,121,9572,3209,1216,405301,405311,405322,"2,190000,6,8000,10,19000",346,3461,64053,,,,
420303,4203,3,60,6,8,3,4,2,1100,369,139,11008,3691,1398,405301,405311,405322,"2,190000,6,8000,10,19000",398,3980,64053,,,,
420304,4203,4,80,6,8,3,4,2,1266,424,160,12660,4244,1608,405301,405311,"405322,405332","2,190000,6,8000,10,19000",457,4577,64053,,,,
420305,4203,5,100,6,8,3,4,2,1455,488,184,14559,4881,1849,405301,405311,"405322,405332","2,190000,6,8000,10,19000",526,5264,64053,,,,
420306,4203,6,210,6,8,3,4,2,1674,561,212,16742,5613,2127,405301,405311,"405322,405332,405342","2,190000,6,8000,10,19000",605,6053,64053,,,,
425301,4253,1,30,6,9,3,4,2,998,334,126,9989,3349,1269,405301,405311,,"2,310000,6,16000,10,31000",361,3611,64053,,,,
425302,4253,2,45,6,9,3,4,2,1148,385,145,11487,3851,1459,405301,405311,405323,"2,310000,6,16000,10,31000",415,4153,64053,,,,
425303,4253,3,60,6,9,3,4,2,1321,442,167,13210,4429,1678,405301,405311,405323,"2,310000,6,16000,10,31000",477,4776,64053,,,,
425304,4253,4,80,6,9,3,4,2,1519,509,193,15192,5093,1930,405301,405311,"405323,405332","2,310000,6,16000,10,31000",549,5493,64053,,,,
425305,4253,5,100,6,9,3,4,2,1747,585,221,17470,5857,2219,405301,405311,"405323,405332","2,310000,6,16000,10,31000",631,6317,64053,,,,
425306,4253,6,240,6,9,3,4,2,2009,673,255,20091,6736,2552,405301,405311,"405323,405332,405342","2,310000,6,16000,10,31000",726,7264,64053,,,,
430301,4303,1,30,6,10,3,4,2,1198,401,152,11986,4019,1522,405301,405311,,"2,460000,6,30000,10,46000",433,4334,64053,,,,
430302,4303,2,45,6,10,3,4,2,1378,462,175,13784,4621,1751,405301,405311,405323,"2,460000,6,30000,10,46000",498,4984,64053,,,,
430303,4303,3,60,6,10,3,4,2,1585,531,201,15852,5315,2014,405301,405311,405323,"2,460000,6,30000,10,46000",573,5731,64053,,,,
430304,4303,4,80,6,10,3,4,2,1823,611,231,18230,6112,2316,405301,405311,"405323,405333","2,460000,6,30000,10,46000",659,6591,64053,,,,
430305,4303,5,100,6,10,3,4,2,2096,702,266,20965,7029,2663,405301,405311,"405323,405333","2,460000,6,30000,10,46000",758,7580,64053,,,,
430306,4303,6,270,6,10,3,4,2,2410,808,306,24109,8083,3063,405301,405311,"405323,405333,405342","2,460000,6,30000,10,46000",871,8717,64053,,,,
435301,4353,1,30,6,11,3,4,2,1438,482,182,14384,4822,1827,405301,405311,,"2,640000,6,60000,10,64000",520,5201,64053,,,,
435302,4353,2,45,6,11,3,4,2,1654,554,210,16541,5546,2101,405301,405311,405323,"2,640000,6,60000,10,64000",598,5981,64053,,,,
435303,4353,3,60,6,11,3,4,2,1902,637,241,19023,6378,2416,405301,405311,405323,"2,640000,6,60000,10,64000",687,6878,64053,,,,
435304,4353,4,80,6,11,3,4,2,2187,733,277,21876,7334,2779,405301,405311,"405323,405333","2,640000,6,60000,10,64000",791,7910,64053,,,,
435305,4353,5,100,6,11,3,4,2,2515,843,319,25158,8435,3196,405301,405311,"405323,405333","2,640000,6,60000,10,64000",909,9096,64053,,,,
435306,4353,6,300,6,11,3,4,2,2893,970,367,28931,9700,3675,405301,405311,"405323,405333,405343","2,640000,6,60000,10,64000",1046,10461,64053,,,,
405401,4054,1,30,6,5,1,4,1,389,187,53,3892,1875,539,405401,405411,,"2,10000,4,250,10,1000",174,1741,64054,"54054,50",115,245,"23,100"
405402,4054,2,45,6,5,1,4,1,447,215,62,4476,2157,620,405401,405411,700031,"2,10000,4,250,10,1000",200,2003,64054,"54054,50",115,245,"23,100"
405403,4054,3,60,6,5,1,4,1,514,248,71,5147,2480,714,405401,405411,700031,"2,10000,4,250,10,1000",230,2303,64054,"54054,50",115,245,"23,100"
405404,4054,4,80,6,5,1,4,1,591,285,82,5919,2853,821,405401,405411,"700031,405421","2,10000,4,250,10,1000",264,2649,64054,"54054,50",115,245,"23,100"
405405,4054,5,100,6,5,1,4,1,680,328,94,6807,3281,944,405401,405411,"700031,405421","2,10000,4,250,10,1000",304,3046,64054,"54054,50",115,245,"23,100"
405406,4054,6,120,6,5,1,4,1,782,377,108,7829,3773,1085,405401,405411,"700031,405421,405431","2,10000,4,250,10,1000",350,3503,64054,"54054,50",115,245,"23,100"
410401,4104,1,30,6,6,1,4,1,467,225,64,4670,2251,647,405401,405411,,"2,40000,4,1500,10,4000",209,2090,64054,,,,
410402,4104,2,45,6,6,1,4,1,537,258,74,5371,2588,745,405401,405411,700032,"2,40000,4,1500,10,4000",240,2403,64054,,,,
410403,4104,3,60,6,6,1,4,1,617,297,85,6177,2977,856,405401,405411,700032,"2,40000,4,1500,10,4000",276,2764,64054,,,,
410404,4104,4,80,6,6,1,4,1,710,342,98,7103,3423,985,405401,405411,"700032,405421","2,40000,4,1500,10,4000",317,3178,64054,,,,
410405,4104,5,100,6,6,1,4,1,816,393,113,8169,3937,1133,405401,405411,"700032,405421","2,40000,4,1500,10,4000",365,3655,64054,,,,
410406,4104,6,150,6,6,1,4,1,939,452,130,9394,4527,1303,405401,405411,"700032,405421,405431","2,40000,4,1500,10,4000",420,4204,64054,,,,
415401,4154,1,30,6,7,1,4,1,560,270,77,5605,2701,777,405401,405411,,"2,100000,4,4000,10,10000",250,2508,64054,,,,
415402,4154,2,45,6,7,1,4,1,644,310,89,6445,3106,894,405401,405411,700032,"2,100000,4,4000,10,10000",288,2884,64054,,,,
