RobotID,RobotLevel,RobotHead,RobotName,RobotCardList,RobotScore,IsExpenditonRobot
121,22,66032,Tammy,"[{""Wave"":1,""Slot"":2,""MonsterID"":6021,""Rank"":1,""Level"":24,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6001,""Rank"":1,""Level"":24,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6011,""Rank"":1,""Level"":24,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6032,""Rank"":1,""Level"":24,""EquipID"":[]}]",240,0
122,22,61033,Jeremy,"[{""Wave"":1,""Slot"":2,""MonsterID"":1011,""Rank"":1,""Level"":25,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1033,""Rank"":1,""Level"":25,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1021,""Rank"":1,""Level"":25,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1001,""Rank"":1,""Level"":25,""EquipID"":[]}]",250,0
123,22,62033,Cathy,"[{""Wave"":1,""Slot"":2,""MonsterID"":2001,""Rank"":1,""Level"":25,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2011,""Rank"":1,""Level"":25,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2021,""Rank"":1,""Level"":25,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2033,""Rank"":1,""Level"":25,""EquipID"":[]}]",250,0
124,22,63033,Cherry,"[{""Wave"":1,""Slot"":2,""MonsterID"":3033,""Rank"":1,""Level"":25,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3021,""Rank"":1,""Level"":25,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3001,""Rank"":1,""Level"":25,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3011,""Rank"":1,""Level"":25,""EquipID"":[]}]",250,0
125,22,64033,Amy,"[{""Wave"":1,""Slot"":2,""MonsterID"":4011,""Rank"":1,""Level"":25,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4033,""Rank"":1,""Level"":25,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":1,""Level"":25,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4001,""Rank"":1,""Level"":25,""EquipID"":[]}]",250,0
126,22,65033,Gemma,"[{""Wave"":1,""Slot"":2,""MonsterID"":5001,""Rank"":1,""Level"":25,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5011,""Rank"":1,""Level"":25,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5021,""Rank"":1,""Level"":25,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5033,""Rank"":1,""Level"":25,""EquipID"":[]}]",250,0
127,23,66033,Bill,"[{""Wave"":1,""Slot"":2,""MonsterID"":6033,""Rank"":1,""Level"":26,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6021,""Rank"":1,""Level"":26,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6001,""Rank"":1,""Level"":26,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6011,""Rank"":1,""Level"":26,""EquipID"":[]}]",260,0
128,23,61031,Kerwin,"[{""Wave"":1,""Slot"":2,""MonsterID"":1011,""Rank"":1,""Level"":26,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1021,""Rank"":1,""Level"":26,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1001,""Rank"":1,""Level"":26,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1031,""Rank"":1,""Level"":26,""EquipID"":[]}]",260,0
129,23,62031,Merry,"[{""Wave"":1,""Slot"":2,""MonsterID"":2031,""Rank"":1,""Level"":26,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2001,""Rank"":1,""Level"":26,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2011,""Rank"":1,""Level"":26,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2021,""Rank"":1,""Level"":26,""EquipID"":[]}]",260,0
130,23,63031,Gill,"[{""Wave"":1,""Slot"":2,""MonsterID"":3021,""Rank"":1,""Level"":26,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3031,""Rank"":1,""Level"":26,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3001,""Rank"":1,""Level"":26,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3011,""Rank"":1,""Level"":26,""EquipID"":[]}]",260,0
131,23,64031,Brady,"[{""Wave"":1,""Slot"":2,""MonsterID"":4011,""Rank"":1,""Level"":26,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4021,""Rank"":1,""Level"":26,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4001,""Rank"":1,""Level"":26,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4031,""Rank"":1,""Level"":26,""EquipID"":[]}]",260,0
132,23,65031,Murray,"[{""Wave"":1,""Slot"":2,""MonsterID"":5031,""Rank"":1,""Level"":27,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5001,""Rank"":1,""Level"":27,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5011,""Rank"":1,""Level"":27,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5021,""Rank"":1,""Level"":27,""EquipID"":[]}]",270,0
133,23,66031,Mignon,"[{""Wave"":1,""Slot"":2,""MonsterID"":6021,""Rank"":1,""Level"":27,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6031,""Rank"":1,""Level"":27,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6001,""Rank"":1,""Level"":27,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6011,""Rank"":1,""Level"":27,""EquipID"":[]}]",270,0
134,23,61032,Mavis,"[{""Wave"":1,""Slot"":2,""MonsterID"":1032,""Rank"":1,""Level"":27,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1011,""Rank"":1,""Level"":27,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1021,""Rank"":1,""Level"":27,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1001,""Rank"":1,""Level"":27,""EquipID"":[]}]",270,0
135,23,62032,Steven,"[{""Wave"":1,""Slot"":2,""MonsterID"":2001,""Rank"":1,""Level"":27,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2032,""Rank"":1,""Level"":27,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2011,""Rank"":1,""Level"":27,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2021,""Rank"":1,""Level"":27,""EquipID"":[]}]",270,0
136,23,63032,Miranda,"[{""Wave"":1,""Slot"":2,""MonsterID"":3021,""Rank"":1,""Level"":27,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3001,""Rank"":1,""Level"":27,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3011,""Rank"":1,""Level"":27,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3032,""Rank"":1,""Level"":27,""EquipID"":[]}]",270,0
137,23,64032,Isaac,"[{""Wave"":1,""Slot"":2,""MonsterID"":4032,""Rank"":1,""Level"":28,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4011,""Rank"":1,""Level"":28,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":1,""Level"":28,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4001,""Rank"":1,""Level"":28,""EquipID"":[]}]",280,0
138,23,65032,Daisy,"[{""Wave"":1,""Slot"":2,""MonsterID"":5001,""Rank"":1,""Level"":28,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5032,""Rank"":1,""Level"":28,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5011,""Rank"":1,""Level"":28,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5021,""Rank"":1,""Level"":28,""EquipID"":[]}]",280,0
139,23,66032,Bella,"[{""Wave"":1,""Slot"":2,""MonsterID"":6021,""Rank"":1,""Level"":28,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6001,""Rank"":1,""Level"":28,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6011,""Rank"":1,""Level"":28,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6032,""Rank"":1,""Level"":28,""EquipID"":[]}]",280,0
140,23,61033,Michell,"[{""Wave"":1,""Slot"":2,""MonsterID"":1011,""Rank"":1,""Level"":28,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1033,""Rank"":1,""Level"":28,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1021,""Rank"":1,""Level"":28,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1001,""Rank"":1,""Level"":28,""EquipID"":[]}]",280,0
141,23,62033,Julie,"[{""Wave"":1,""Slot"":2,""MonsterID"":2001,""Rank"":1,""Level"":28,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2011,""Rank"":1,""Level"":28,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2021,""Rank"":1,""Level"":28,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2033,""Rank"":1,""Level"":28,""EquipID"":[]}]",280,0
142,24,63033,Blake,"[{""Wave"":1,""Slot"":2,""MonsterID"":3033,""Rank"":1,""Level"":29,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3021,""Rank"":1,""Level"":29,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3001,""Rank"":1,""Level"":29,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3011,""Rank"":1,""Level"":29,""EquipID"":[]}]",290,0
143,24,64033,Roy,"[{""Wave"":1,""Slot"":2,""MonsterID"":4011,""Rank"":1,""Level"":29,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4033,""Rank"":1,""Level"":29,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":1,""Level"":29,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4001,""Rank"":1,""Level"":29,""EquipID"":[]}]",290,0
144,24,65033,Breenda,"[{""Wave"":1,""Slot"":2,""MonsterID"":5001,""Rank"":1,""Level"":29,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5011,""Rank"":1,""Level"":29,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5021,""Rank"":1,""Level"":29,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5033,""Rank"":1,""Level"":29,""EquipID"":[]}]",290,0
145,24,66033,Eden,"[{""Wave"":1,""Slot"":2,""MonsterID"":6033,""Rank"":1,""Level"":29,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6021,""Rank"":1,""Level"":29,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6001,""Rank"":1,""Level"":29,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6011,""Rank"":1,""Level"":29,""EquipID"":[]}]",290,0
146,24,61031,Adela,"[{""Wave"":1,""Slot"":2,""MonsterID"":1011,""Rank"":1,""Level"":29,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1021,""Rank"":1,""Level"":29,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1001,""Rank"":1,""Level"":29,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1031,""Rank"":1,""Level"":29,""EquipID"":[]}]",290,0
147,24,62031,Ann,"[{""Wave"":1,""Slot"":2,""MonsterID"":2031,""Rank"":2,""Level"":30,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2001,""Rank"":2,""Level"":30,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2011,""Rank"":2,""Level"":30,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2021,""Rank"":2,""Level"":30,""EquipID"":[]}]",300,0
148,24,63031,Phil,"[{""Wave"":1,""Slot"":2,""MonsterID"":3021,""Rank"":2,""Level"":30,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3031,""Rank"":2,""Level"":30,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3001,""Rank"":2,""Level"":30,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3011,""Rank"":2,""Level"":30,""EquipID"":[]}]",300,0
149,24,64031,Ford,"[{""Wave"":1,""Slot"":2,""MonsterID"":4011,""Rank"":2,""Level"":30,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4021,""Rank"":2,""Level"":30,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4001,""Rank"":2,""Level"":30,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4031,""Rank"":2,""Level"":30,""EquipID"":[]}]",300,0
150,24,65031,Myron,"[{""Wave"":1,""Slot"":2,""MonsterID"":5031,""Rank"":2,""Level"":30,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5001,""Rank"":2,""Level"":30,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5011,""Rank"":2,""Level"":30,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5021,""Rank"":2,""Level"":30,""EquipID"":[]}]",300,0
151,24,66031,Eugene,"[{""Wave"":1,""Slot"":2,""MonsterID"":6021,""Rank"":2,""Level"":30,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6031,""Rank"":2,""Level"":30,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6001,""Rank"":2,""Level"":30,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6011,""Rank"":2,""Level"":30,""EquipID"":[]}]",300,0
152,24,61032,Fitch,"[{""Wave"":1,""Slot"":2,""MonsterID"":1032,""Rank"":2,""Level"":31,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1011,""Rank"":2,""Level"":31,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1021,""Rank"":2,""Level"":31,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1001,""Rank"":2,""Level"":31,""EquipID"":[]}]",310,0
153,24,62032,Brad,"[{""Wave"":1,""Slot"":2,""MonsterID"":2001,""Rank"":2,""Level"":31,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2032,""Rank"":2,""Level"":31,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2011,""Rank"":2,""Level"":31,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2021,""Rank"":2,""Level"":31,""EquipID"":[]}]",310,0
154,24,63032,Edward,"[{""Wave"":1,""Slot"":2,""MonsterID"":3021,""Rank"":2,""Level"":31,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3001,""Rank"":2,""Level"":31,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3011,""Rank"":2,""Level"":31,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3032,""Rank"":2,""Level"":31,""EquipID"":[]}]",310,0
155,24,64032,Fay,"[{""Wave"":1,""Slot"":2,""MonsterID"":4032,""Rank"":2,""Level"":31,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4011,""Rank"":2,""Level"":31,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":2,""Level"":31,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4001,""Rank"":2,""Level"":31,""EquipID"":[]}]",310,0
156,24,65032,Everley,"[{""Wave"":1,""Slot"":2,""MonsterID"":5001,""Rank"":2,""Level"":31,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5032,""Rank"":2,""Level"":31,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5011,""Rank"":2,""Level"":31,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5021,""Rank"":2,""Level"":31,""EquipID"":[]}]",310,0
157,25,66032,Miriam,"[{""Wave"":1,""Slot"":2,""MonsterID"":6021,""Rank"":2,""Level"":32,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6001,""Rank"":2,""Level"":32,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6011,""Rank"":2,""Level"":32,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6032,""Rank"":2,""Level"":32,""EquipID"":[]}]",320,0
158,25,61033,Pandora,"[{""Wave"":1,""Slot"":2,""MonsterID"":1011,""Rank"":2,""Level"":32,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1033,""Rank"":2,""Level"":32,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1021,""Rank"":2,""Level"":32,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1001,""Rank"":2,""Level"":32,""EquipID"":[]}]",320,0
159,25,62033,Liz,"[{""Wave"":1,""Slot"":2,""MonsterID"":2001,""Rank"":2,""Level"":32,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2011,""Rank"":2,""Level"":32,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2021,""Rank"":2,""Level"":32,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2033,""Rank"":2,""Level"":32,""EquipID"":[]}]",320,0
160,25,63033,Ada,"[{""Wave"":1,""Slot"":2,""MonsterID"":3033,""Rank"":2,""Level"":32,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3021,""Rank"":2,""Level"":32,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3001,""Rank"":2,""Level"":32,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3011,""Rank"":2,""Level"":32,""EquipID"":[]}]",320,0
161,25,64033,Solomon,"[{""Wave"":1,""Slot"":2,""MonsterID"":4011,""Rank"":2,""Level"":32,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4033,""Rank"":2,""Level"":32,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":2,""Level"":32,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4001,""Rank"":2,""Level"":32,""EquipID"":[]}]",320,0
162,25,65033,Clare,"[{""Wave"":1,""Slot"":2,""MonsterID"":5001,""Rank"":2,""Level"":33,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5011,""Rank"":2,""Level"":33,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5021,""Rank"":2,""Level"":33,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5033,""Rank"":2,""Level"":33,""EquipID"":[]}]",330,0
163,25,66033,Candice,"[{""Wave"":1,""Slot"":2,""MonsterID"":6033,""Rank"":2,""Level"":33,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6021,""Rank"":2,""Level"":33,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6001,""Rank"":2,""Level"":33,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6011,""Rank"":2,""Level"":33,""EquipID"":[]}]",330,0
164,25,61031,Nicole,"[{""Wave"":1,""Slot"":2,""MonsterID"":1011,""Rank"":2,""Level"":33,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1021,""Rank"":2,""Level"":33,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1001,""Rank"":2,""Level"":33,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1031,""Rank"":2,""Level"":33,""EquipID"":[]}]",330,0
165,25,62031,Bertha,"[{""Wave"":1,""Slot"":2,""MonsterID"":2031,""Rank"":2,""Level"":33,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2001,""Rank"":2,""Level"":33,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2011,""Rank"":2,""Level"":33,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2021,""Rank"":2,""Level"":33,""EquipID"":[]}]",330,0
166,25,63031,Chasel,"[{""Wave"":1,""Slot"":2,""MonsterID"":3021,""Rank"":2,""Level"":33,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3031,""Rank"":2,""Level"":33,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3001,""Rank"":2,""Level"":33,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3011,""Rank"":2,""Level"":33,""EquipID"":[]}]",330,0
167,25,64031,Sara,"[{""Wave"":1,""Slot"":2,""MonsterID"":4011,""Rank"":2,""Level"":34,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4021,""Rank"":2,""Level"":34,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4001,""Rank"":2,""Level"":34,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4031,""Rank"":2,""Level"":34,""EquipID"":[]}]",340,0
168,25,65031,Athena,"[{""Wave"":1,""Slot"":2,""MonsterID"":5031,""Rank"":2,""Level"":34,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5001,""Rank"":2,""Level"":34,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5011,""Rank"":2,""Level"":34,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5021,""Rank"":2,""Level"":34,""EquipID"":[]}]",340,0
169,25,66031,Susan,"[{""Wave"":1,""Slot"":2,""MonsterID"":6021,""Rank"":2,""Level"":34,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6031,""Rank"":2,""Level"":34,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6001,""Rank"":2,""Level"":34,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6011,""Rank"":2,""Level"":34,""EquipID"":[]}]",340,0
170,25,61032,Isidore,"[{""Wave"":1,""Slot"":2,""MonsterID"":1032,""Rank"":2,""Level"":34,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1011,""Rank"":2,""Level"":34,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1021,""Rank"":2,""Level"":34,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1001,""Rank"":2,""Level"":34,""EquipID"":[]}]",340,0
171,25,62032,Abbott,"[{""Wave"":1,""Slot"":2,""MonsterID"":2001,""Rank"":2,""Level"":34,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2032,""Rank"":2,""Level"":34,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2011,""Rank"":2,""Level"":34,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2021,""Rank"":2,""Level"":34,""EquipID"":[]}]",340,0
172,26,63032,Gavin,"[{""Wave"":1,""Slot"":2,""MonsterID"":3021,""Rank"":2,""Level"":35,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3001,""Rank"":2,""Level"":35,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3011,""Rank"":2,""Level"":35,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3032,""Rank"":2,""Level"":35,""EquipID"":[]}]",350,0
173,26,64032,Alice,"[{""Wave"":1,""Slot"":2,""MonsterID"":4032,""Rank"":2,""Level"":35,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4011,""Rank"":2,""Level"":35,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":2,""Level"":35,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4001,""Rank"":2,""Level"":35,""EquipID"":[]}]",350,0
174,26,65032,Primo,"[{""Wave"":1,""Slot"":2,""MonsterID"":5001,""Rank"":2,""Level"":35,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5032,""Rank"":2,""Level"":35,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5011,""Rank"":2,""Level"":35,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5021,""Rank"":2,""Level"":35,""EquipID"":[]}]",350,0
175,26,66032,Daphne,"[{""Wave"":1,""Slot"":2,""MonsterID"":6021,""Rank"":2,""Level"":35,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6001,""Rank"":2,""Level"":35,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6011,""Rank"":2,""Level"":35,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6032,""Rank"":2,""Level"":35,""EquipID"":[]}]",350,0
176,26,61033,Kevin,"[{""Wave"":1,""Slot"":2,""MonsterID"":1011,""Rank"":2,""Level"":35,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1033,""Rank"":2,""Level"":35,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1021,""Rank"":2,""Level"":35,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1001,""Rank"":2,""Level"":35,""EquipID"":[]}]",350,0
177,26,62033,Tracy,"[{""Wave"":1,""Slot"":2,""MonsterID"":2001,""Rank"":2,""Level"":36,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2011,""Rank"":2,""Level"":36,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2021,""Rank"":2,""Level"":36,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2033,""Rank"":2,""Level"":36,""EquipID"":[]}]",360,0
178,26,63033,Lawrence,"[{""Wave"":1,""Slot"":2,""MonsterID"":3033,""Rank"":2,""Level"":36,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3021,""Rank"":2,""Level"":36,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3001,""Rank"":2,""Level"":36,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3011,""Rank"":2,""Level"":36,""EquipID"":[]}]",360,0
179,26,64033,Ivy,"[{""Wave"":1,""Slot"":2,""MonsterID"":4011,""Rank"":2,""Level"":36,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4033,""Rank"":2,""Level"":36,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":2,""Level"":36,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4001,""Rank"":2,""Level"":36,""EquipID"":[]}]",360,0
180,26,65033,Elaine,"[{""Wave"":1,""Slot"":2,""MonsterID"":5001,""Rank"":2,""Level"":36,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5011,""Rank"":2,""Level"":36,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5021,""Rank"":2,""Level"":36,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5033,""Rank"":2,""Level"":36,""EquipID"":[]}]",360,0
