StageID,MaxWaves,MonsterList,MaxRound,TimeUpWin,PlayerCardMax,FriendSupportMax,NpcSupportList,StageTeamSkillList,RewardList
2099,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3032,""Rank"":5,""Level"":119,""EquipID"":[22029,20101,21011]},{""Wave"":1,""Slot"":3,""MonsterID"":3032,""Rank"":5,""Level"":119,""EquipID"":[22029,20101,21011]},{""Wave"":1,""Slot"":5,""MonsterID"":3055,""Rank"":6,""Level"":119,""EquipID"":[23026,20101,21011]},{""Wave"":1,""Slot"":7,""MonsterID"":3032,""Rank"":5,""Level"":119,""EquipID"":[22029,20101,21011]},{""Wave"":1,""Slot"":9,""MonsterID"":3032,""Rank"":5,""Level"":119,""EquipID"":[22029,20101,21011]}]",15,,4,0,,,"1,34000,4,35,57010,25"
2100,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":4032,""Rank"":5,""Level"":120,""EquipID"":[22030,20102,21012]},{""Wave"":1,""Slot"":3,""MonsterID"":4032,""Rank"":5,""Level"":120,""EquipID"":[22030,20102,21012]},{""Wave"":1,""Slot"":5,""MonsterID"":4055,""Rank"":6,""Level"":120,""EquipID"":[23023,20102,21012]},{""Wave"":1,""Slot"":7,""MonsterID"":4032,""Rank"":5,""Level"":120,""EquipID"":[22030,20102,21012]},{""Wave"":1,""Slot"":9,""MonsterID"":4032,""Rank"":5,""Level"":120,""EquipID"":[22030,20102,21012]}]",15,,4,0,,,"1,37000,5,40,19,1"
2101,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":5032,""Rank"":5,""Level"":121,""EquipID"":[22030,20103,21012]},{""Wave"":1,""Slot"":3,""MonsterID"":5032,""Rank"":5,""Level"":121,""EquipID"":[22030,20103,21012]},{""Wave"":1,""Slot"":5,""MonsterID"":5055,""Rank"":6,""Level"":121,""EquipID"":[23023,20103,21012]},{""Wave"":1,""Slot"":7,""MonsterID"":5032,""Rank"":5,""Level"":121,""EquipID"":[22030,20103,21012]},{""Wave"":1,""Slot"":9,""MonsterID"":5032,""Rank"":5,""Level"":121,""EquipID"":[22030,20103,21012]}]",15,,4,0,,,"1,37000,6,40,57010,30"
2102,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6032,""Rank"":5,""Level"":122,""EquipID"":[22030,20101,21012]},{""Wave"":1,""Slot"":3,""MonsterID"":6032,""Rank"":5,""Level"":122,""EquipID"":[22030,20101,21012]},{""Wave"":1,""Slot"":5,""MonsterID"":6055,""Rank"":6,""Level"":122,""EquipID"":[23023,20101,21012]},{""Wave"":1,""Slot"":7,""MonsterID"":6032,""Rank"":5,""Level"":122,""EquipID"":[22030,20101,21012]},{""Wave"":1,""Slot"":9,""MonsterID"":6032,""Rank"":5,""Level"":122,""EquipID"":[22030,20101,21012]}]",15,,4,0,,,"1,37000,4,40,57010,30"
2103,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1033,""Rank"":5,""Level"":123,""EquipID"":[22030,20103,21012]},{""Wave"":1,""Slot"":3,""MonsterID"":1033,""Rank"":5,""Level"":123,""EquipID"":[22030,20103,21012]},{""Wave"":1,""Slot"":5,""MonsterID"":1056,""Rank"":6,""Level"":123,""EquipID"":[23023,20103,21012]},{""Wave"":1,""Slot"":7,""MonsterID"":1033,""Rank"":5,""Level"":123,""EquipID"":[22030,20103,21012]},{""Wave"":1,""Slot"":9,""MonsterID"":1033,""Rank"":5,""Level"":123,""EquipID"":[22030,20103,21012]}]",15,,4,0,,,"1,37000,6,40,57010,30"
2104,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":2033,""Rank"":5,""Level"":124,""EquipID"":[22030,20101,21012]},{""Wave"":1,""Slot"":3,""MonsterID"":2033,""Rank"":5,""Level"":124,""EquipID"":[22030,20101,21012]},{""Wave"":1,""Slot"":5,""MonsterID"":2056,""Rank"":6,""Level"":124,""EquipID"":[23023,20101,21012]},{""Wave"":1,""Slot"":7,""MonsterID"":2033,""Rank"":5,""Level"":124,""EquipID"":[22030,20101,21012]},{""Wave"":1,""Slot"":9,""MonsterID"":2033,""Rank"":5,""Level"":124,""EquipID"":[22030,20101,21012]}]",15,,4,0,,,"1,37000,4,40,57010,30"
2105,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3033,""Rank"":5,""Level"":125,""EquipID"":[22031,20102,21012]},{""Wave"":1,""Slot"":3,""MonsterID"":3033,""Rank"":5,""Level"":125,""EquipID"":[22031,20102,21012]},{""Wave"":1,""Slot"":5,""MonsterID"":3106,""Rank"":6,""Level"":125,""EquipID"":[23024,20102,21012]},{""Wave"":1,""Slot"":7,""MonsterID"":3033,""Rank"":5,""Level"":125,""EquipID"":[22031,20102,21012]},{""Wave"":1,""Slot"":9,""MonsterID"":3033,""Rank"":5,""Level"":125,""EquipID"":[22031,20102,21012]}]",15,,4,0,,,"1,40000,5,40,19,1"
2106,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":4033,""Rank"":5,""Level"":126,""EquipID"":[22031,20103,21012]},{""Wave"":1,""Slot"":3,""MonsterID"":4033,""Rank"":5,""Level"":126,""EquipID"":[22031,20103,21012]},{""Wave"":1,""Slot"":5,""MonsterID"":4106,""Rank"":6,""Level"":126,""EquipID"":[23024,20103,21012]},{""Wave"":1,""Slot"":7,""MonsterID"":4033,""Rank"":5,""Level"":126,""EquipID"":[22031,20103,21012]},{""Wave"":1,""Slot"":9,""MonsterID"":4033,""Rank"":5,""Level"":126,""EquipID"":[22031,20103,21012]}]",15,,4,0,,,"1,40000,6,40,57010,30"
2107,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":5033,""Rank"":5,""Level"":127,""EquipID"":[22031,20101,21012]},{""Wave"":1,""Slot"":3,""MonsterID"":5033,""Rank"":5,""Level"":127,""EquipID"":[22031,20101,21012]},{""Wave"":1,""Slot"":5,""MonsterID"":5106,""Rank"":6,""Level"":127,""EquipID"":[23024,20101,21012]},{""Wave"":1,""Slot"":7,""MonsterID"":5033,""Rank"":5,""Level"":127,""EquipID"":[22031,20101,21012]},{""Wave"":1,""Slot"":9,""MonsterID"":5033,""Rank"":5,""Level"":127,""EquipID"":[22031,20101,21012]}]",15,,4,0,,,"1,40000,4,40,57010,30"
2108,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6033,""Rank"":5,""Level"":128,""EquipID"":[22031,20102,21012]},{""Wave"":1,""Slot"":3,""MonsterID"":6033,""Rank"":5,""Level"":128,""EquipID"":[22031,20102,21012]},{""Wave"":1,""Slot"":5,""MonsterID"":6106,""Rank"":6,""Level"":128,""EquipID"":[23024,20102,21012]},{""Wave"":1,""Slot"":7,""MonsterID"":6033,""Rank"":5,""Level"":128,""EquipID"":[22031,20102,21012]},{""Wave"":1,""Slot"":9,""MonsterID"":6033,""Rank"":5,""Level"":128,""EquipID"":[22031,20102,21012]}]",15,,4,0,,,"1,40000,5,40,57010,30"
2109,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1031,""Rank"":5,""Level"":129,""EquipID"":[22031,20101,21012]},{""Wave"":1,""Slot"":3,""MonsterID"":1031,""Rank"":5,""Level"":129,""EquipID"":[22031,20101,21012]},{""Wave"":1,""Slot"":5,""MonsterID"":1101,""Rank"":6,""Level"":129,""EquipID"":[23024,20101,21012]},{""Wave"":1,""Slot"":7,""MonsterID"":1031,""Rank"":5,""Level"":129,""EquipID"":[22031,20101,21012]},{""Wave"":1,""Slot"":9,""MonsterID"":1031,""Rank"":5,""Level"":129,""EquipID"":[22031,20101,21012]}]",15,,4,0,,,"1,40000,4,40,57010,30"
2110,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":2031,""Rank"":5,""Level"":130,""EquipID"":[22032,20102,21013]},{""Wave"":1,""Slot"":3,""MonsterID"":2031,""Rank"":5,""Level"":130,""EquipID"":[22032,20102,21013]},{""Wave"":1,""Slot"":5,""MonsterID"":2101,""Rank"":6,""Level"":130,""EquipID"":[23025,20102,21013]},{""Wave"":1,""Slot"":7,""MonsterID"":2031,""Rank"":5,""Level"":130,""EquipID"":[22032,20102,21013]},{""Wave"":1,""Slot"":9,""MonsterID"":2031,""Rank"":5,""Level"":130,""EquipID"":[22032,20102,21013]}]",15,,4,0,,,"1,43000,5,45,19,1"
2111,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3031,""Rank"":5,""Level"":131,""EquipID"":[22032,20103,21013]},{""Wave"":1,""Slot"":3,""MonsterID"":3031,""Rank"":5,""Level"":131,""EquipID"":[22032,20103,21013]},{""Wave"":1,""Slot"":5,""MonsterID"":3101,""Rank"":6,""Level"":131,""EquipID"":[23025,20103,21013]},{""Wave"":1,""Slot"":7,""MonsterID"":3031,""Rank"":5,""Level"":131,""EquipID"":[22032,20103,21013]},{""Wave"":1,""Slot"":9,""MonsterID"":3031,""Rank"":5,""Level"":131,""EquipID"":[22032,20103,21013]}]",15,,4,0,,,"1,43000,6,45,57010,30"
2112,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":4031,""Rank"":5,""Level"":132,""EquipID"":[22032,20101,21013]},{""Wave"":1,""Slot"":3,""MonsterID"":4031,""Rank"":5,""Level"":132,""EquipID"":[22032,20101,21013]},{""Wave"":1,""Slot"":5,""MonsterID"":4101,""Rank"":6,""Level"":132,""EquipID"":[23025,20101,21013]},{""Wave"":1,""Slot"":7,""MonsterID"":4031,""Rank"":5,""Level"":132,""EquipID"":[22032,20101,21013]},{""Wave"":1,""Slot"":9,""MonsterID"":4031,""Rank"":5,""Level"":132,""EquipID"":[22032,20101,21013]}]",15,,4,0,,,"1,43000,4,45,57010,30"
2113,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":5031,""Rank"":5,""Level"":133,""EquipID"":[22032,20102,21013]},{""Wave"":1,""Slot"":3,""MonsterID"":5031,""Rank"":5,""Level"":133,""EquipID"":[22032,20102,21013]},{""Wave"":1,""Slot"":5,""MonsterID"":5101,""Rank"":6,""Level"":133,""EquipID"":[23025,20102,21013]},{""Wave"":1,""Slot"":7,""MonsterID"":5031,""Rank"":5,""Level"":133,""EquipID"":[22032,20102,21013]},{""Wave"":1,""Slot"":9,""MonsterID"":5031,""Rank"":5,""Level"":133,""EquipID"":[22032,20102,21013]}]",15,,4,0,,,"1,43000,5,45,57010,30"
2114,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6031,""Rank"":5,""Level"":134,""EquipID"":[22032,20103,21013]},{""Wave"":1,""Slot"":3,""MonsterID"":6031,""Rank"":5,""Level"":134,""EquipID"":[22032,20103,21013]},{""Wave"":1,""Slot"":5,""MonsterID"":6101,""Rank"":6,""Level"":134,""EquipID"":[23025,20103,21013]},{""Wave"":1,""Slot"":7,""MonsterID"":6031,""Rank"":5,""Level"":134,""EquipID"":[22032,20103,21013]},{""Wave"":1,""Slot"":9,""MonsterID"":6031,""Rank"":5,""Level"":134,""EquipID"":[22032,20103,21013]}]",15,,4,0,,,"1,43000,6,45,57010,30"
2115,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1032,""Rank"":5,""Level"":135,""EquipID"":[22033,20102,21013]},{""Wave"":1,""Slot"":3,""MonsterID"":1032,""Rank"":5,""Level"":135,""EquipID"":[22033,20102,21013]},{""Wave"":1,""Slot"":5,""MonsterID"":1102,""Rank"":6,""Level"":135,""EquipID"":[23026,20102,21013]},{""Wave"":1,""Slot"":7,""MonsterID"":1032,""Rank"":5,""Level"":135,""EquipID"":[22033,20102,21013]},{""Wave"":1,""Slot"":9,""MonsterID"":1032,""Rank"":5,""Level"":135,""EquipID"":[22033,20102,21013]}]",15,,4,0,,,"1,46000,5,50,19,1"
2116,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":2032,""Rank"":5,""Level"":136,""EquipID"":[22033,20103,21013]},{""Wave"":1,""Slot"":3,""MonsterID"":2032,""Rank"":5,""Level"":136,""EquipID"":[22033,20103,21013]},{""Wave"":1,""Slot"":5,""MonsterID"":2102,""Rank"":6,""Level"":136,""EquipID"":[23026,20103,21013]},{""Wave"":1,""Slot"":7,""MonsterID"":2032,""Rank"":5,""Level"":136,""EquipID"":[22033,20103,21013]},{""Wave"":1,""Slot"":9,""MonsterID"":2032,""Rank"":5,""Level"":136,""EquipID"":[22033,20103,21013]}]",15,,4,0,,,"1,46000,6,50,57010,30"
2117,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3032,""Rank"":5,""Level"":137,""EquipID"":[22033,20101,21013]},{""Wave"":1,""Slot"":3,""MonsterID"":3032,""Rank"":5,""Level"":137,""EquipID"":[22033,20101,21013]},{""Wave"":1,""Slot"":5,""MonsterID"":3102,""Rank"":6,""Level"":137,""EquipID"":[23026,20101,21013]},{""Wave"":1,""Slot"":7,""MonsterID"":3032,""Rank"":5,""Level"":137,""EquipID"":[22033,20101,21013]},{""Wave"":1,""Slot"":9,""MonsterID"":3032,""Rank"":5,""Level"":137,""EquipID"":[22033,20101,21013]}]",15,,4,0,,,"1,46000,4,50,57010,30"
2118,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":4032,""Rank"":5,""Level"":138,""EquipID"":[22033,20102,21013]},{""Wave"":1,""Slot"":3,""MonsterID"":4032,""Rank"":5,""Level"":138,""EquipID"":[22033,20102,21013]},{""Wave"":1,""Slot"":5,""MonsterID"":4102,""Rank"":6,""Level"":138,""EquipID"":[23026,20102,21013]},{""Wave"":1,""Slot"":7,""MonsterID"":4032,""Rank"":5,""Level"":138,""EquipID"":[22033,20102,21013]},{""Wave"":1,""Slot"":9,""MonsterID"":4032,""Rank"":5,""Level"":138,""EquipID"":[22033,20102,21013]}]",15,,4,0,,,"1,46000,5,50,57010,30"
2119,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":5032,""Rank"":5,""Level"":139,""EquipID"":[22033,20103,21013]},{""Wave"":1,""Slot"":3,""MonsterID"":5032,""Rank"":5,""Level"":139,""EquipID"":[22033,20103,21013]},{""Wave"":1,""Slot"":5,""MonsterID"":5102,""Rank"":6,""Level"":139,""EquipID"":[23026,20103,21013]},{""Wave"":1,""Slot"":7,""MonsterID"":5032,""Rank"":5,""Level"":139,""EquipID"":[22033,20103,21013]},{""Wave"":1,""Slot"":9,""MonsterID"":5032,""Rank"":5,""Level"":139,""EquipID"":[22033,20103,21013]}]",15,,4,0,,,"1,46000,6,50,57010,30"
2120,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6032,""Rank"":5,""Level"":140,""EquipID"":[22034,20101,21014]},{""Wave"":1,""Slot"":3,""MonsterID"":6032,""Rank"":5,""Level"":140,""EquipID"":[22034,20101,21014]},{""Wave"":1,""Slot"":5,""MonsterID"":6102,""Rank"":6,""Level"":140,""EquipID"":[23027,20101,21014]},{""Wave"":1,""Slot"":7,""MonsterID"":6032,""Rank"":5,""Level"":140,""EquipID"":[22034,20101,21014]},{""Wave"":1,""Slot"":9,""MonsterID"":6032,""Rank"":5,""Level"":140,""EquipID"":[22034,20101,21014]}]",15,,4,0,,,"1,49000,4,50,19,1"
2121,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1033,""Rank"":5,""Level"":141,""EquipID"":[22034,20103,21014]},{""Wave"":1,""Slot"":3,""MonsterID"":1033,""Rank"":5,""Level"":141,""EquipID"":[22034,20103,21014]},{""Wave"":1,""Slot"":5,""MonsterID"":1103,""Rank"":6,""Level"":141,""EquipID"":[23027,20103,21014]},{""Wave"":1,""Slot"":7,""MonsterID"":1033,""Rank"":5,""Level"":141,""EquipID"":[22034,20103,21014]},{""Wave"":1,""Slot"":9,""MonsterID"":1033,""Rank"":5,""Level"":141,""EquipID"":[22034,20103,21014]}]",15,,4,0,,,"1,49000,6,50,57010,35"
2122,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":2033,""Rank"":5,""Level"":142,""EquipID"":[22034,20101,21014]},{""Wave"":1,""Slot"":3,""MonsterID"":2033,""Rank"":5,""Level"":142,""EquipID"":[22034,20101,21014]},{""Wave"":1,""Slot"":5,""MonsterID"":2103,""Rank"":6,""Level"":142,""EquipID"":[23027,20101,21014]},{""Wave"":1,""Slot"":7,""MonsterID"":2033,""Rank"":5,""Level"":142,""EquipID"":[22034,20101,21014]},{""Wave"":1,""Slot"":9,""MonsterID"":2033,""Rank"":5,""Level"":142,""EquipID"":[22034,20101,21014]}]",15,,4,0,,,"1,49000,4,50,57010,35"
2123,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3033,""Rank"":5,""Level"":143,""EquipID"":[22034,20102,21014]},{""Wave"":1,""Slot"":3,""MonsterID"":3033,""Rank"":5,""Level"":143,""EquipID"":[22034,20102,21014]},{""Wave"":1,""Slot"":5,""MonsterID"":3103,""Rank"":6,""Level"":143,""EquipID"":[23027,20102,21014]},{""Wave"":1,""Slot"":7,""MonsterID"":3033,""Rank"":5,""Level"":143,""EquipID"":[22034,20102,21014]},{""Wave"":1,""Slot"":9,""MonsterID"":3033,""Rank"":5,""Level"":143,""EquipID"":[22034,20102,21014]}]",15,,4,0,,,"1,49000,5,50,57010,35"
2124,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":4033,""Rank"":5,""Level"":144,""EquipID"":[22034,20103,21014]},{""Wave"":1,""Slot"":3,""MonsterID"":4033,""Rank"":5,""Level"":144,""EquipID"":[22034,20103,21014]},{""Wave"":1,""Slot"":5,""MonsterID"":4103,""Rank"":6,""Level"":144,""EquipID"":[23027,20103,21014]},{""Wave"":1,""Slot"":7,""MonsterID"":4033,""Rank"":5,""Level"":144,""EquipID"":[22034,20103,21014]},{""Wave"":1,""Slot"":9,""MonsterID"":4033,""Rank"":5,""Level"":144,""EquipID"":[22034,20103,21014]}]",15,,4,0,,,"1,49000,6,50,57010,35"
2125,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":5033,""Rank"":5,""Level"":145,""EquipID"":[22034,20101,21014]},{""Wave"":1,""Slot"":3,""MonsterID"":5033,""Rank"":5,""Level"":145,""EquipID"":[22034,20101,21014]},{""Wave"":1,""Slot"":5,""MonsterID"":5103,""Rank"":6,""Level"":145,""EquipID"":[23027,20101,21014]},{""Wave"":1,""Slot"":7,""MonsterID"":5033,""Rank"":5,""Level"":145,""EquipID"":[22034,20101,21014]},{""Wave"":1,""Slot"":9,""MonsterID"":5033,""Rank"":5,""Level"":145,""EquipID"":[22034,20101,21014]}]",15,,4,0,,,"1,53000,4,55,19,1"
2126,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6033,""Rank"":5,""Level"":146,""EquipID"":[22034,20102,21014]},{""Wave"":1,""Slot"":3,""MonsterID"":6033,""Rank"":5,""Level"":146,""EquipID"":[22034,20102,21014]},{""Wave"":1,""Slot"":5,""MonsterID"":6103,""Rank"":6,""Level"":146,""EquipID"":[23027,20102,21014]},{""Wave"":1,""Slot"":7,""MonsterID"":6033,""Rank"":5,""Level"":146,""EquipID"":[22034,20102,21014]},{""Wave"":1,""Slot"":9,""MonsterID"":6033,""Rank"":5,""Level"":146,""EquipID"":[22034,20102,21014]}]",15,,4,0,,,"1,53000,5,55,57010,35"
2127,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1031,""Rank"":5,""Level"":147,""EquipID"":[22034,20101,21014]},{""Wave"":1,""Slot"":3,""MonsterID"":1031,""Rank"":5,""Level"":147,""EquipID"":[22034,20101,21014]},{""Wave"":1,""Slot"":5,""MonsterID"":1104,""Rank"":6,""Level"":147,""EquipID"":[23027,20101,21014]},{""Wave"":1,""Slot"":7,""MonsterID"":1031,""Rank"":5,""Level"":147,""EquipID"":[22034,20101,21014]},{""Wave"":1,""Slot"":9,""MonsterID"":1031,""Rank"":5,""Level"":147,""EquipID"":[22034,20101,21014]}]",15,,4,0,,,"1,53000,4,55,57010,35"
2128,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":2031,""Rank"":5,""Level"":148,""EquipID"":[22034,20102,21014]},{""Wave"":1,""Slot"":3,""MonsterID"":2031,""Rank"":5,""Level"":148,""EquipID"":[22034,20102,21014]},{""Wave"":1,""Slot"":5,""MonsterID"":2104,""Rank"":6,""Level"":148,""EquipID"":[23027,20102,21014]},{""Wave"":1,""Slot"":7,""MonsterID"":2031,""Rank"":5,""Level"":148,""EquipID"":[22034,20102,21014]},{""Wave"":1,""Slot"":9,""MonsterID"":2031,""Rank"":5,""Level"":148,""EquipID"":[22034,20102,21014]}]",15,,4,0,,,"1,53000,5,55,57010,35"
2129,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3031,""Rank"":5,""Level"":149,""EquipID"":[22034,20103,21014]},{""Wave"":1,""Slot"":3,""MonsterID"":3031,""Rank"":5,""Level"":149,""EquipID"":[22034,20103,21014]},{""Wave"":1,""Slot"":5,""MonsterID"":3104,""Rank"":6,""Level"":149,""EquipID"":[23027,20103,21014]},{""Wave"":1,""Slot"":7,""MonsterID"":3031,""Rank"":5,""Level"":149,""EquipID"":[22034,20103,21014]},{""Wave"":1,""Slot"":9,""MonsterID"":3031,""Rank"":5,""Level"":149,""EquipID"":[22034,20103,21014]}]",15,,4,0,,,"1,53000,6,55,57010,35"
2130,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":4031,""Rank"":5,""Level"":150,""EquipID"":[22035,20101,21015]},{""Wave"":1,""Slot"":3,""MonsterID"":4031,""Rank"":5,""Level"":150,""EquipID"":[22035,20101,21015]},{""Wave"":1,""Slot"":5,""MonsterID"":4104,""Rank"":6,""Level"":150,""EquipID"":[23024,20101,21015]},{""Wave"":1,""Slot"":7,""MonsterID"":4031,""Rank"":5,""Level"":150,""EquipID"":[22035,20101,21015]},{""Wave"":1,""Slot"":9,""MonsterID"":4031,""Rank"":5,""Level"":150,""EquipID"":[22035,20101,21015]}]",15,,4,0,,,"1,57000,4,60,19,1"
2131,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":5031,""Rank"":5,""Level"":151,""EquipID"":[22035,20102,21015]},{""Wave"":1,""Slot"":3,""MonsterID"":5031,""Rank"":5,""Level"":151,""EquipID"":[22035,20102,21015]},{""Wave"":1,""Slot"":5,""MonsterID"":5104,""Rank"":6,""Level"":151,""EquipID"":[23024,20102,21015]},{""Wave"":1,""Slot"":7,""MonsterID"":5031,""Rank"":5,""Level"":151,""EquipID"":[22035,20102,21015]},{""Wave"":1,""Slot"":9,""MonsterID"":5031,""Rank"":5,""Level"":151,""EquipID"":[22035,20102,21015]}]",15,,4,0,,,"1,57000,5,60,57010,35"
2132,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6031,""Rank"":5,""Level"":152,""EquipID"":[22035,20103,21015]},{""Wave"":1,""Slot"":3,""MonsterID"":6031,""Rank"":5,""Level"":152,""EquipID"":[22035,20103,21015]},{""Wave"":1,""Slot"":5,""MonsterID"":6104,""Rank"":6,""Level"":152,""EquipID"":[23024,20103,21015]},{""Wave"":1,""Slot"":7,""MonsterID"":6031,""Rank"":5,""Level"":152,""EquipID"":[22035,20103,21015]},{""Wave"":1,""Slot"":9,""MonsterID"":6031,""Rank"":5,""Level"":152,""EquipID"":[22035,20103,21015]}]",15,,4,0,,,"1,57000,6,60,57010,35"
2133,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1032,""Rank"":5,""Level"":153,""EquipID"":[22035,20102,21015]},{""Wave"":1,""Slot"":3,""MonsterID"":1032,""Rank"":5,""Level"":153,""EquipID"":[22035,20102,21015]},{""Wave"":1,""Slot"":5,""MonsterID"":1105,""Rank"":6,""Level"":153,""EquipID"":[23024,20102,21015]},{""Wave"":1,""Slot"":7,""MonsterID"":1032,""Rank"":5,""Level"":153,""EquipID"":[22035,20102,21015]},{""Wave"":1,""Slot"":9,""MonsterID"":1032,""Rank"":5,""Level"":153,""EquipID"":[22035,20102,21015]}]",15,,4,0,,,"1,57000,5,60,57010,35"
2134,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":2032,""Rank"":5,""Level"":154,""EquipID"":[22035,20103,21015]},{""Wave"":1,""Slot"":3,""MonsterID"":2032,""Rank"":5,""Level"":154,""EquipID"":[22035,20103,21015]},{""Wave"":1,""Slot"":5,""MonsterID"":2105,""Rank"":6,""Level"":154,""EquipID"":[23024,20103,21015]},{""Wave"":1,""Slot"":7,""MonsterID"":2032,""Rank"":5,""Level"":154,""EquipID"":[22035,20103,21015]},{""Wave"":1,""Slot"":9,""MonsterID"":2032,""Rank"":5,""Level"":154,""EquipID"":[22035,20103,21015]}]",15,,4,0,,,"1,57000,6,60,57010,35"
2135,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3032,""Rank"":5,""Level"":155,""EquipID"":[22036,20101,21015]},{""Wave"":1,""Slot"":3,""MonsterID"":3032,""Rank"":5,""Level"":155,""EquipID"":[22036,20101,21015]},{""Wave"":1,""Slot"":5,""MonsterID"":3155,""Rank"":6,""Level"":155,""EquipID"":[23025,20101,21015]},{""Wave"":1,""Slot"":7,""MonsterID"":3032,""Rank"":5,""Level"":155,""EquipID"":[22036,20101,21015]},{""Wave"":1,""Slot"":9,""MonsterID"":3032,""Rank"":5,""Level"":155,""EquipID"":[22036,20101,21015]}]",15,,4,0,,,"1,60000,4,60,19,1"
2136,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":4032,""Rank"":5,""Level"":156,""EquipID"":[22036,20102,21015]},{""Wave"":1,""Slot"":3,""MonsterID"":4032,""Rank"":5,""Level"":156,""EquipID"":[22036,20102,21015]},{""Wave"":1,""Slot"":5,""MonsterID"":4155,""Rank"":6,""Level"":156,""EquipID"":[23025,20102,21015]},{""Wave"":1,""Slot"":7,""MonsterID"":4032,""Rank"":5,""Level"":156,""EquipID"":[22036,20102,21015]},{""Wave"":1,""Slot"":9,""MonsterID"":4032,""Rank"":5,""Level"":156,""EquipID"":[22036,20102,21015]}]",15,,4,0,,,"1,60000,5,60,57010,35"
2137,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":5032,""Rank"":5,""Level"":157,""EquipID"":[22036,20103,21015]},{""Wave"":1,""Slot"":3,""MonsterID"":5032,""Rank"":5,""Level"":157,""EquipID"":[22036,20103,21015]},{""Wave"":1,""Slot"":5,""MonsterID"":5155,""Rank"":6,""Level"":157,""EquipID"":[23025,20103,21015]},{""Wave"":1,""Slot"":7,""MonsterID"":5032,""Rank"":5,""Level"":157,""EquipID"":[22036,20103,21015]},{""Wave"":1,""Slot"":9,""MonsterID"":5032,""Rank"":5,""Level"":157,""EquipID"":[22036,20103,21015]}]",15,,4,0,,,"1,60000,6,60,57010,35"
2138,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6032,""Rank"":5,""Level"":158,""EquipID"":[22036,20101,21015]},{""Wave"":1,""Slot"":3,""MonsterID"":6032,""Rank"":5,""Level"":158,""EquipID"":[22036,20101,21015]},{""Wave"":1,""Slot"":5,""MonsterID"":6155,""Rank"":6,""Level"":158,""EquipID"":[23025,20101,21015]},{""Wave"":1,""Slot"":7,""MonsterID"":6032,""Rank"":5,""Level"":158,""EquipID"":[22036,20101,21015]},{""Wave"":1,""Slot"":9,""MonsterID"":6032,""Rank"":5,""Level"":158,""EquipID"":[22036,20101,21015]}]",15,,4,0,,,"1,60000,4,60,57010,35"
2139,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1033,""Rank"":5,""Level"":159,""EquipID"":[22036,20103,21015]},{""Wave"":1,""Slot"":3,""MonsterID"":1033,""Rank"":5,""Level"":159,""EquipID"":[22036,20103,21015]},{""Wave"":1,""Slot"":5,""MonsterID"":1156,""Rank"":6,""Level"":159,""EquipID"":[23025,20103,21015]},{""Wave"":1,""Slot"":7,""MonsterID"":1033,""Rank"":5,""Level"":159,""EquipID"":[22036,20103,21015]},{""Wave"":1,""Slot"":9,""MonsterID"":1033,""Rank"":5,""Level"":159,""EquipID"":[22036,20103,21015]}]",15,,4,0,,,"1,60000,6,60,57010,35"
